date,value
8/15/2010 0:00,5
8/16/2010 0:00,2
8/17/2010 0:00,25
8/18/2010 0:00,12
8/19/2010 0:00,19
8/20/2010 0:00,30
8/21/2010 0:00,41
8/22/2010 0:00,47
8/23/2010 0:00,32
8/24/2010 0:00,17
8/25/2010 0:00,44
8/26/2010 0:00,36
8/27/2010 0:00,20
8/28/2010 0:00,35
8/29/2010 0:00,12
8/30/2010 0:00,46
8/31/2010 0:00,37
9/1/2010 0:00,18
9/2/2010 0:00,31
9/3/2010 0:00,35
9/4/2010 0:00,25
9/5/2010 0:00,19
9/6/2010 0:00,13
9/7/2010 0:00,15
9/8/2010 0:00,37
9/9/2010 0:00,15
9/10/2010 0:00,45
9/11/2010 0:00,8
9/12/2010 0:00,32
9/13/2010 0:00,7
9/14/2010 0:00,29
9/15/2010 0:00,42
9/16/2010 0:00,41
9/17/2010 0:00,30
9/18/2010 0:00,12
9/19/2010 0:00,24
9/20/2010 0:00,12
9/21/2010 0:00,29
9/22/2010 0:00,32
9/23/2010 0:00,8
9/24/2010 0:00,29
9/25/2010 0:00,12
9/26/2010 0:00,28
9/27/2010 0:00,45
9/28/2010 0:00,6
9/29/2010 0:00,23
9/30/2010 0:00,0
10/1/2009 0:00,14
10/2/2009 0:00,39
10/3/2009 0:00,27
10/4/2009 0:00,41
10/5/2009 0:00,41
10/6/2009 0:00,26
10/7/2009 0:00,40
10/8/2009 0:00,15
10/9/2009 0:00,38
10/10/2009 0:00,7
10/11/2009 0:00,28
10/12/2009 0:00,0
10/13/2009 0:00,7
10/14/2009 0:00,21
10/15/2009 0:00,0
10/16/2009 0:00,9
10/17/2009 0:00,42
10/18/2009 0:00,30
10/19/2009 0:00,20
10/20/2009 0:00,34
10/21/2009 0:00,42
10/22/2009 0:00,50
10/23/2009 0:00,40
10/24/2009 0:00,35
10/25/2009 0:00,43
10/26/2009 0:00,34
10/27/2009 0:00,27
10/28/2009 0:00,1
10/29/2009 0:00,6
10/30/2009 0:00,24
10/31/2009 0:00,33
11/1/2009 0:00,1
11/2/2009 0:00,28
11/3/2009 0:00,45
11/4/2009 0:00,46
11/5/2009 0:00,14
11/6/2009 0:00,42
11/7/2009 0:00,36
11/8/2009 0:00,3
11/9/2009 0:00,40
11/10/2009 0:00,28
11/11/2009 0:00,23
11/12/2009 0:00,23
11/13/2009 0:00,16
11/14/2009 0:00,35
11/15/2009 0:00,6
11/16/2009 0:00,14
11/17/2009 0:00,9
11/18/2009 0:00,7
11/19/2009 0:00,18
11/20/2009 0:00,15
11/21/2009 0:00,33
11/22/2009 0:00,36
11/23/2009 0:00,3
11/24/2009 0:00,24
11/25/2009 0:00,42
11/26/2009 0:00,18
11/27/2009 0:00,16
11/28/2009 0:00,0
11/29/2009 0:00,44
11/30/2009 0:00,4
12/1/2009 0:00,44
12/2/2009 0:00,26
12/3/2009 0:00,36
12/4/2009 0:00,1
12/5/2009 0:00,47
12/6/2009 0:00,30
12/7/2009 0:00,50
12/8/2009 0:00,49
12/9/2009 0:00,41
12/10/2009 0:00,43
12/11/2009 0:00,42
12/12/2009 0:00,48
12/13/2009 0:00,47
12/14/2009 0:00,28
12/15/2009 0:00,43
12/16/2009 0:00,38
12/17/2009 0:00,23
12/18/2009 0:00,36
12/19/2009 0:00,18
12/20/2009 0:00,44
12/21/2009 0:00,44
12/22/2009 0:00,22
12/23/2009 0:00,46
12/24/2009 0:00,9
12/25/2009 0:00,19
12/26/2009 0:00,24
12/27/2009 0:00,24
12/28/2009 0:00,40
12/29/2009 0:00,31
12/30/2009 0:00,31
12/31/2009 0:00,14
1/1/2010 0:00,21
1/2/2010 0:00,39
1/3/2010 0:00,46
1/4/2010 0:00,10
1/5/2010 0:00,11
1/6/2010 0:00,37
1/7/2010 0:00,10
1/8/2010 0:00,30
1/9/2010 0:00,47
1/10/2010 0:00,16
1/11/2010 0:00,19
1/12/2010 0:00,4
1/13/2010 0:00,43
1/14/2010 0:00,24
1/15/2010 0:00,12
1/16/2010 0:00,27
1/17/2010 0:00,25
1/18/2010 0:00,38
1/19/2010 0:00,49
1/20/2010 0:00,0
1/21/2010 0:00,23
1/22/2010 0:00,11
1/23/2010 0:00,47
1/24/2010 0:00,42
1/25/2010 0:00,42
1/26/2010 0:00,26
1/27/2010 0:00,6
1/28/2010 0:00,42
1/29/2010 0:00,40
1/30/2010 0:00,15
1/31/2010 0:00,11
2/1/2010 0:00,13
2/2/2010 0:00,37
2/3/2010 0:00,37
2/4/2010 0:00,26
2/5/2010 0:00,9
2/6/2010 0:00,12
2/7/2010 0:00,44
2/8/2010 0:00,43
2/9/2010 0:00,42
2/10/2010 0:00,11
2/11/2010 0:00,30
2/12/2010 0:00,5
2/13/2010 0:00,37
2/14/2010 0:00,5
2/15/2010 0:00,44
2/16/2010 0:00,36
2/17/2010 0:00,35
2/18/2010 0:00,9
2/19/2010 0:00,44
2/20/2010 0:00,3
2/21/2010 0:00,28
2/22/2010 0:00,40
2/23/2010 0:00,36
2/24/2010 0:00,27
2/25/2010 0:00,44
2/26/2010 0:00,1
2/27/2010 0:00,48
2/28/2010 0:00,27
3/1/2010 0:00,42
3/2/2010 0:00,50
3/3/2010 0:00,2
3/4/2010 0:00,28
3/5/2010 0:00,42
3/6/2010 0:00,36
3/7/2010 0:00,23
3/8/2010 0:00,19
3/9/2010 0:00,43
3/10/2010 0:00,21
3/11/2010 0:00,20
3/12/2010 0:00,40
3/13/2010 0:00,32
3/14/2010 0:00,23
3/15/2010 0:00,5
3/16/2010 0:00,25
3/17/2010 0:00,21
3/18/2010 0:00,19
3/19/2010 0:00,49
3/20/2010 0:00,44
3/21/2010 0:00,48
3/22/2010 0:00,13
3/23/2010 0:00,42
3/24/2010 0:00,33
3/25/2010 0:00,41
3/26/2010 0:00,35
3/27/2010 0:00,37
3/28/2010 0:00,19
3/29/2010 0:00,41
3/30/2010 0:00,32
3/31/2010 0:00,21
4/1/2010 0:00,12
4/2/2010 0:00,37
4/3/2010 0:00,27
4/4/2010 0:00,5
4/5/2010 0:00,44
4/6/2010 0:00,22
4/7/2010 0:00,8
4/8/2010 0:00,40
4/9/2010 0:00,50
4/10/2010 0:00,29
4/11/2010 0:00,30
4/12/2010 0:00,13
4/13/2010 0:00,23
4/14/2010 0:00,31
4/15/2010 0:00,38
4/16/2010 0:00,37
4/17/2010 0:00,33
4/18/2010 0:00,30
4/19/2010 0:00,6
4/20/2010 0:00,24
4/21/2010 0:00,14
4/22/2010 0:00,38
4/23/2010 0:00,33
4/24/2010 0:00,31
4/25/2010 0:00,5
4/26/2010 0:00,22
4/27/2010 0:00,11
4/28/2010 0:00,35
4/29/2010 0:00,37
4/30/2010 0:00,35
5/1/2010 0:00,11
5/2/2010 0:00,25
5/3/2010 0:00,26
5/4/2010 0:00,34
5/5/2010 0:00,18
5/6/2010 0:00,46
5/7/2010 0:00,36
5/8/2010 0:00,33
5/9/2010 0:00,10
5/10/2010 0:00,22
5/11/2010 0:00,21
5/12/2010 0:00,39
5/13/2010 0:00,46
5/14/2010 0:00,20
5/15/2010 0:00,39
5/16/2010 0:00,37
5/17/2010 0:00,38
5/18/2010 0:00,13
5/19/2010 0:00,29
5/20/2010 0:00,27
5/21/2010 0:00,44
5/22/2010 0:00,2
5/23/2010 0:00,30
5/24/2010 0:00,1
5/25/2010 0:00,27
5/26/2010 0:00,42
5/27/2010 0:00,0
5/28/2010 0:00,49
5/29/2010 0:00,42
5/30/2010 0:00,33
5/31/2010 0:00,14
6/1/2010 0:00,18
6/2/2010 0:00,20
6/3/2010 0:00,5
6/4/2010 0:00,36
6/5/2010 0:00,23
6/6/2010 0:00,5
6/7/2010 0:00,38
6/8/2010 0:00,25
6/9/2010 0:00,6
6/10/2010 0:00,25
6/11/2010 0:00,7
6/12/2010 0:00,5
6/13/2010 0:00,30
6/14/2010 0:00,13
6/15/2010 0:00,45
6/16/2010 0:00,22
6/17/2010 0:00,29
6/18/2010 0:00,35
6/19/2010 0:00,18
6/20/2010 0:00,22
6/21/2010 0:00,5
6/22/2010 0:00,39
6/23/2010 0:00,37
6/24/2010 0:00,48
6/25/2010 0:00,18
6/26/2010 0:00,44
6/27/2010 0:00,21
6/28/2010 0:00,46
6/29/2010 0:00,18
6/30/2010 0:00,30
7/1/2010 0:00,14
7/2/2010 0:00,1
7/3/2010 0:00,5
7/4/2010 0:00,50
7/5/2010 0:00,45
7/6/2010 0:00,13
7/7/2010 0:00,15
7/8/2010 0:00,17
7/9/2010 0:00,29
7/10/2010 0:00,9
7/11/2010 0:00,12
7/12/2010 0:00,38
7/13/2010 0:00,50
7/14/2010 0:00,2
7/15/2010 0:00,3
7/16/2010 0:00,3
7/17/2010 0:00,50
7/18/2010 0:00,14
7/19/2010 0:00,47
7/20/2010 0:00,46
7/21/2010 0:00,38
7/22/2010 0:00,27
7/23/2010 0:00,34
7/24/2010 0:00,19
7/25/2010 0:00,8
7/26/2010 0:00,29
7/27/2010 0:00,31
7/28/2010 0:00,42
7/29/2010 0:00,37
7/30/2010 0:00,31
7/31/2010 0:00,23
8/1/2010 0:00,3
8/2/2010 0:00,49
8/3/2010 0:00,26
8/4/2010 0:00,45
8/5/2010 0:00,48
8/6/2010 0:00,44
8/7/2010 0:00,27
8/8/2010 0:00,46
8/9/2010 0:00,9
8/10/2010 0:00,1
8/11/2010 0:00,14
8/12/2010 0:00,20
8/13/2010 0:00,14
8/14/2010 0:00,21
8/15/2010 0:00,15
8/16/2010 0:00,27
8/17/2010 0:00,45
8/18/2010 0:00,46
8/19/2010 0:00,10
8/20/2010 0:00,42
8/21/2010 0:00,1
8/22/2010 0:00,8
8/23/2010 0:00,26
8/24/2010 0:00,20
8/25/2010 0:00,43
8/26/2010 0:00,7
8/27/2010 0:00,21
8/28/2010 0:00,42
8/29/2010 0:00,45
8/30/2010 0:00,39
8/31/2010 0:00,33
9/1/2010 0:00,44
9/2/2010 0:00,32
9/3/2010 0:00,48
9/4/2010 0:00,18
9/5/2010 0:00,4
9/6/2010 0:00,42
9/7/2010 0:00,4
9/8/2010 0:00,15
9/9/2010 0:00,3
9/10/2010 0:00,9
9/11/2010 0:00,1
9/12/2010 0:00,36
9/13/2010 0:00,18
9/14/2010 0:00,14
9/15/2010 0:00,40
9/16/2010 0:00,36
9/17/2010 0:00,22
9/18/2010 0:00,41
9/19/2010 0:00,48
9/20/2010 0:00,36
9/21/2010 0:00,34
9/22/2010 0:00,12
9/23/2010 0:00,26
9/24/2010 0:00,0
9/25/2010 0:00,27
9/26/2010 0:00,26
9/27/2010 0:00,8
9/28/2010 0:00,32
9/29/2010 0:00,25
9/30/2010 0:00,33
